id,hadith,hukm,rawi,source,page,takhrij,categories
1077,- إنَّا أمَّةٌ أمِّيَّةٌ لا نَكتُبُ ولا نحسِبُ الشَّهرُ هَكذا وَهكذا وَهكذا وخنسَ سليمانُ أصبعَهُ في الثَّالثةِ يعني تسعًا وعِشرينَ وثلاثينَ,صحيح,عبدالله بن عمر,صحيح أبي داود,2319,أخرجه أبو داود (2319) واللفظ له، وأخرجه البخاري (1913)، ومسلم (1080) باختلاف يسير,صيام - صيام يوم الشك|صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - ما جاء في إتمام رمضان ثلاثين إلا أن يرى الهلال قبل ذلك|آداب عامة - ضرب الأمثال|صيام - الشهر يكون تسعا وعشرين
1078,-  الشَّهْرُ هَكَذا، وهَكَذا وهَكَذا، عَشْرًا، وعَشْرًا، وتِسْعًا.,[صحيح],عبدالله بن عمر,صحيح مسلم,1080,أخرجه البخاري (1908 ).، ومسلم (1080) بمعناه,صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين|صيام - الصوم لرؤية الهلال
1079,-  أَقْبَلْتُ وقدْ نَاهَزْتُ الحُلُمَ، أسِيرُ علَى أتَانٍ لي ورَسولُ اللَّهِ صلَّى اللهُ عليه وسلَّمَ قَائِمٌ يُصَلِّي بمِنًى حتَّى سِرْتُ بيْنَ يَدَيْ بَعْضِ الصَّفِّ الأوَّلِ، ثُمَّ نَزَلْتُ عَنْهَا، فَرَتَعَتْ، فَصَفَفْتُ مع النَّاسِ ورَاءَ رَسولِ اللَّهِ صلَّى اللهُ عليه وسلَّمَ. [وفي رواية:] بمِنًى في حَجَّةِ الوَدَاعِ.,[صحيح],عبدالله بن عباس,صحيح البخاري,1857,أخرجه البخاري (1857)، ومسلم (504).,سترة - المرور بين يدي المصلي|سترة - سترة الإمام سترة لمن خلفه|سفر - ركوب الأتان|صلاة الجماعة والإمامة - فضل صلاة الجماعة|صلاة - ما يجتنب في الصلاة وما لا يجتنب
1080,- صُومُوا لِرُؤْيَتِهِ وأَفْطِرُوا لِرُؤْيَتِهِ، فإنْ غُبِّيَ علَيْكُم فأكْمِلُوا عِدَّةَ شَعْبَانَ ثَلَاثِينَ.,[صحيح],أبو هريرة,صحيح البخاري,1909,أخرجه البخاري (1909)، ومسلم (1081),صيام - إذا أغمي الشهر|صيام - ثبوت شهر رمضان|صيام - ما جاء في إتمام رمضان ثلاثين إلا أن يرى الهلال قبل ذلك|صيام - من قال فإن غم عليكم فأكملوا العدة ثلاثين|صيام - الصوم لرؤية الهلال
1081,-  صوموا لرؤيتِه وأفطِروا لرؤيتِه فإن غُبِّي عليكم فأكمِلوا عدَّةَ شعبانَ ثلاثين,يرويه محمد بن زياد وقد خالفه سعيد بن المسيب وروايته أولى بالتقديم,أبو هريرة,المغني لابن قدامة,4/330,أخرجه البخاري (1909) واللفظ له، ومسلم (1081),صيام - إذا أغمي الشهر|صيام - ثبوت شهر رمضان|صيام - ما جاء في إتمام رمضان ثلاثين إلا أن يرى الهلال قبل ذلك|صيام - من قال فإن غم عليكم فأكملوا العدة ثلاثين|صيام - الصوم لرؤية الهلال
1082,-  الشَّهْرُ هَكَذَا وهَكَذَا. وخَنَسَ الإبْهَامَ في الثَّالِثَةِ.,[صحيح],عبدالله بن عمر,صحيح البخاري,1908,أخرجه البخاري (1908 )، ومسلم (1080) بنحوه,صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين|صيام - الصوم لرؤية الهلال
1083,-  الشهرُ هكَذا وهكَذا وهكذا وقَبَضَ إبهامَه في الثالثةِ,إسناده صحيح,عبدالله بن عمر,تخريج المسند لشاكر,7/24,أخرجه البخاري (1908 )، ومسلم (1080) واللفظ له,صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين|صيام - الصوم لرؤية الهلال
1084,- الشَّهْرُ كَذا، وكَذا، وكَذا وصَفَّقَ بيَدَيْهِ مَرَّتَيْنِ بكُلِّ أصابِعِهِما ونَقَصَ في الصَّفْقَةِ الثَّالِثَةِ إبْهامَ اليُمْنَى أوِ اليُسْرَى.,[صحيح],عبدالله بن عمر,صحيح مسلم,1080,أخرجه البخاري (1908 )، ومسلم (1080).,صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين|صيام - الصوم لرؤية الهلال
1085,- المتن عن سعد بن عبيدة قال: سمع ابن عمر رضي الله عنهما رجلا يقول: الليلة ليلة النصف فقال له: ما يدريك أن الليلة النصف؟ سمعت رسول الله صلى الله عليه وسلم يقول: الشَّهْرُ هَكَذا وهَكَذا، وأَشارَ بأَصابِعِهِ العَشْرِ مَرَّتَيْنِ، وهَكَذا، في الثَّالِثَةِ وأَشارَ بأَصابِعِهِ كُلِّها وحَبَسَ، أوْ خَنَسَ إبْهامَهُ.,[صحيح],عبدالله بن عمر,صحيح مسلم,1080,أخرجه البخاري (1908 )، ومسلم (1080) بنحوه,صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين|صيام - الصوم لرؤية الهلال
1086,- الشَّهْرُ تِسْعٌ وعِشْرُونَ.,[صحيح],عبدالله بن عمر,صحيح مسلم,1080,أخرجه البخاري (1907)، ومسلم (1080),صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين
1087,"- الشَّهْرُ تِسْعٌ وعِشْرُونَ وطَبَّقَ شُعْبَةُ يَدَيْهِ ثَلاثَ مِرارٍ، وكَسَرَ الإبْهامَ في الثَّالِثَةِ.
قالَ عُقْبَةُ: وأَحْسِبُهُ قالَ: الشَّهْرُ ثَلاثُونَ وطَبَّقَ كَفَّيْهِ ثَلاثَ مِرارٍ.",[صحيح],عبدالله بن عمر,صحيح مسلم,1080,أخرجه البخاري (1913 )، ومسلم (1080) بنحوه,صيام - ما جاء أن الشهر يكون تسعا وعشرين|صيام - الشهر يكون تسعا وعشرين|صيام - الصوم لرؤية الهلال
1088,-  أَنهِكوا الشَّواربَ ، و أَعفوا الِّلحَى,صحيح,عبدالله بن عمر,صحيح الجامع,2520,"أخرجه البخاري (5893) واللفظ له، ومسلم (259) بلفظ: ""أحفوا""",زينة الشعر - أخذ الشارب|زينة الشعر - إعفاء اللحى|زينة الشعر - إصلاح الشعر واللحى
1089,-  قُصُّوا الشوارِبِ ، وأعْفُوا اللِّحَى,حسن,أبو هريرة وابن عباس,صحيح الجامع,4392,,زينة - خصال الفطرة|زينة الشعر - أخذ الشارب|زينة الشعر - إعفاء اللحى
1090,- أحْفوا الشواربَ، وأعفُوا اللِّحَى,صحيح,عبدالله بن عمر,صحيح النسائي,5060,"أخرجه البخاري (5893) بلفظ: ""أنهكوا الشوارب""، ومسلم (259)",اعتصام بالسنة - لزوم السنة|زينة الشعر - أخذ الشارب|زينة الشعر - إعفاء اللحى|زينة الشعر - ما جاء في الشعر|زينة الشعر - إصلاح الشعر واللحى
1091,-  احفُوا الشاربَ وأعفوا اللِّحَى.,صحيح,عبدالله بن عمر,صحيح النسائي,5241,أخرجه البخاري (5893) بنحوه، ومسلم (259)، والترمذي (2763)، والنسائي (15)، وفي ((السنن الكبرى)) (9291) واللفظ له,زينة الشعر - أخذ الشارب|زينة الشعر - إعفاء اللحى|زينة الشعر - إصلاح الشعر واللحى
1092,- أَحفوا الشَّوارِبَ وأَعفوا اللِّحَى,صحيح,عبدالله بن عمر,صحيح النسائي,15,"أخرجه البخاري (5893) بلفظ: ""أنهكوا الشوارب""، ومسلم (259)",اعتصام بالسنة - لزوم السنة|زينة الشعر - أخذ الشارب|زينة الشعر - إعفاء اللحى|زينة الشعر - ما جاء في الشعر|زينة الشعر - إصلاح الشعر واللحى
1093,- أحفوا الشَّواربَ ، وأعفوا اللِّحى,صحيح,عبدالله بن عمر,صحيح الترمذي,2763,"أخرجه البخاري (5893) بلفظ: ""أنهكوا الشوارب""، ومسلم (259)",اعتصام بالسنة - لزوم السنة|زينة الشعر - أخذ الشارب|زينة الشعر - إعفاء اللحى|زينة الشعر - ما جاء في الشعر|زينة الشعر - إصلاح الشعر واللحى
1094,- مَوْلَى القَوْمِ مِن أَنْفُسِهِمْ.,[صحيح],أنس بن مالك,صحيح البخاري,6761,أخرجه البخاري (6761),عتق وولاء - مولى القوم من أنفسهم|صدقة - مولى القوم منهم ويعامل معاملتهم في الصدقات
1095,- ليسَ لنا مَثَلُ السَّوْءِ، الذي يَعُودُ في هِبَتِهِ كالكَلْبِ يَرْجِعُ في قَيْئِهِ.,[صحيح],عبدالله بن عباس,صحيح البخاري,2622,أخرجه البخاري (2622) واللفظ له، ومسلم (1622),رقائق وزهد - الترهيب عن الأخلاق والأفعال المذمومة|صدقة - كراهة العود في الصدقة|هبة وهدية - الرجوع بالهبة|آداب عامة - الأخلاق المذمومة|آداب عامة - ضرب الأمثال
1096,- العائِدُ في هِبَتِهِ كالكَلْبِ يَعُودُ في قَيْئِهِ، ليسَ لنا مَثَلُ السَّوْءِ.,[صحيح],عبدالله بن عباس,صحيح البخاري,6975,أخرجه مسلم (1622) باختلاف يسير,رقائق وزهد - الترهيب عن الأخلاق والأفعال المذمومة|صدقة - كراهة العود في الصدقة|هبة وهدية - الرجوع بالهبة|آداب عامة - الأخلاق المذمومة|آداب عامة - ضرب الأمثال
1097,-  العائدُ في هبتِهِ كالكلبِ يَقِيءُ ثم يَعودُ في قِيئِهِ,إسناده صحيح,عبدالله بن عباس,تخريج المسند لشاكر,4/225,أخرجه البخاري(2589 )، ومسلم (1622),رقائق وزهد - الترهيب عن الأخلاق والأفعال المذمومة|صدقة - كراهة العود في الصدقة|هبة وهدية - الرجوع بالهبة|آداب عامة - الأخلاق المذمومة|آداب عامة - ضرب الأمثال
1098,-  لا تقومُ السَّاعةُ حتَّى تُقاتلوا قومًا نعالُهم الشَّعرُ ، ولا تقومُ السَّاعةُ حتَّى تُقاتلوا قومًا صِغارَ الأعيُنِ دُلفَ الآنُفِ كأنَّ وجوهَهم المِجانُ المُطرَقةُ,صحيح,أبو هريرة,صحيح أبي داود,4304,أخرجه أبو داود (4304) واللفظ له، وأخرجه البخاري (2929)، ومسلم (2912) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1099,-  لا تقُومُ السَّاعةُ حتَّى يُقاتِلَ المُسلِمونَ التُّرْكَ؛ قومًا وجوهُهم كالمَجَانِّ المُطْرَقةِ، يلبَسون الشَّعَرَ.,سكت عنه [وقد قال في رسالته لأهل مكة كل ما سكت عنه فهو صالح],أبو هريرة,سنن أبي داود,4303,أخرجه البخاري (2928) بنحوه مطولاً، ومسلم (2912) بزيادة في آخره,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1100,- لا تقومُ السَّاعةُ حتَّى يُقاتِلُ المُسلِمونَ التُّركَ قومًا وجوهُهم كالمَجَانِّ المُطرَقةِ يلبَسونَ الشَّعَرِ ويمشونَ في الشَّعَرِ,أخرجه في صحيحه,أبو هريرة,صحيح ابن حبان,6745,أخرجه البخاري (2928) بنحوه مطولاً، ومسلم (2912),أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الصغرى
1101,-  لا تقومُ السَّاعةُ حتَّى تقاتلوا قومًا نعالُهم الشَّعَرُ . ولا تقومُ السَّاعةُ حتَّى تقاتلوا قومًا كأنَّ وُجوهَهم المجانُّ المطَرَّقةُ,صحيح,أبو هريرة,صحيح الترمذي,2215,أخرجه البخاري (2929) واللفظ له، ومسلم (2912) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1102,- لا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا قَوْمًا كَأنَّ وُجُوهَهُمُ المَجانُّ المُطْرَقَةُ، ولا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا قَوْمًا نِعالُهُمُ الشَّعَرُ.,[صحيح],أبو هريرة,صحيح مسلم,2912,أخرجه البخاري (2929) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1103,- لا تَقُومُ السَّاعَةُ، حتَّى تُقاتِلَكُمْ أُمَّةٌ يَنْتَعِلُونَ الشَّعَرَ، وُجُوهُهُمْ مِثْلُ المَجانِّ المُطْرَقَةِ.,[صحيح],أبو هريرة,صحيح مسلم,2912,أخرجه البخاري (2929) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1104,- لا تَقُومُ السَّاعَةُ حتَّى يُقاتِلَ المُسْلِمُونَ التُّرْكَ، قَوْمًا وُجُوهُهُمْ كالْمَجانِّ المُطْرَقَةِ يَلْبَسُونَ الشَّعَرَ، ويَمْشُونَ في الشَّعَرِ.,[صحيح],أبو هريرة,صحيح مسلم,2912,أخرجه البخاري (2929) بنحوه,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1105,- لا تَقُومُ السَّاعَةُ، حتَّى تُقاتِلُوا قَوْمًا نِعالُهُمُ الشَّعَرُ، ولا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا قَوْمًا صِغارَ الأعْيُنِ ذُلْفَ الآنُفِ.,[صحيح],أبو هريرة,صحيح مسلم,2912,أخرجه البخاري (2929) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1106,- تُقاتِلُونَ بيْنَ يَدَيِ السَّاعَةِ قَوْمًا نِعالُهُمُ الشَّعَرُ، كَأنَّ وُجُوهَهُمُ المَجانُّ المُطْرَقَةُ، حُمْرُ الوُجُوهِ، صِغارُ الأعْيُنِ.,[صحيح],أبو هريرة,صحيح مسلم,2912,أخرجه البخاري (3590) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|آداب عامة - ضرب الأمثال|أشراط الساعة - علامات الساعة الصغرى
1107,- إنَّ مِن أشْراطِ السَّاعَةِ أنْ تُقاتِلُوا قَوْمًا يَنْتَعِلُونَ نِعالَ الشَّعَرِ، وإنَّ مِن أشْراطِ السَّاعَةِ أنْ تُقاتِلُوا قَوْمًا عِراضَ الوُجُوهِ، كَأنَّ وُجُوهَهُمُ المَجانُّ المُطْرَقَةُ.,[صحيح],عمرو بن تغلب,صحيح البخاري,2927,أخرجه ابن ماجه (4098)، وأحمد (20677)، وابن عدي في ((الكامل في الضعفاء)) (2/ 354)، باختلاف يسير.,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فتن - ظهور الفتن|أشراط الساعة - علامات الساعة الصغرى
1108,- لا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا التُّرْكَ، صِغارَ الأعْيُنِ، حُمْرَ الوُجُوهِ، ذُلْفَ الأُنُوفِ، كَأنَّ وُجُوهَهُمُ المَجانُّ المُطْرَقَةُ، ولا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا قَوْمًا نِعالُهُمُ الشَّعَرُ.,[صحيح],أبو هريرة,صحيح البخاري,2928,أخرجه مسلم (2912) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1109,-  لا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا قَوْمًا نِعالُهُمُ الشَّعَرُ، ولا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا قَوْمًا كَأنَّ وُجُوهَهُمُ المَجانُّ المُطْرَقَةُ. [وفي رِوايةٍ]: صِغارَ الأعْيُنِ، ذُلْفَ الأُنُوفِ، كَأنَّ وُجُوهَهُمُ المَجَانُّ المُطْرَقَةُ.,[صحيح],أبو هريرة,صحيح البخاري,2929,أخرجه مسلم (2912) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1110,- لا تَقُومُ السَّاعَةُ حتَّى تُقاتِلُوا خُوزًا، وكَرْمانَ مِنَ الأعاجِمِ حُمْرَ الوُجُوهِ، فُطْسَ الأُنُوفِ، صِغارَ الأعْيُنِ وُجُوهُهُمُ المَجانُّ المُطْرَقَةُ، نِعالُهُمُ الشَّعَرُ.,[صحيح],أبو هريرة,صحيح البخاري,3590,أخرجه مسلم (2912) بنحوه,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1111,- صَحِبْتُ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ ثَلَاثَ سِنِينَ لَمْ أكُنْ في سِنِيَّ أحْرَصَ علَى أنْ أعِيَ الحَدِيثَ مِنِّي فِيهِنَّ، سَمِعْتُهُ يقولُ: وقَالَ هَكَذَا بيَدِهِ: بيْنَ يَدَيِ السَّاعَةِ تُقَاتِلُونَ قَوْمًا نِعَالُهُمُ الشَّعَرُ وهو هذا البَارِزُ، وقَالَ سُفْيَانُ مَرَّةً وهُمْ أهْلُ البَازِرِ.,[صحيح],أبو هريرة,صحيح البخاري,3591,أخرجه مسلم (2912) بنحوه دون القصة في أوله,أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|مناقب وفضائل - أبو هريرة|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم
1112,- سَمِعْتُ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ، يقولُ: بيْنَ يَدَيِ السَّاعَةِ تُقَاتِلُونَ قَوْمًا يَنْتَعِلُونَ الشَّعَرَ، وتُقَاتِلُونَ قَوْمًا كَأنَّ وُجُوهَهُمُ المَجَانُّ المُطْرَقَةُ.,[صحيح],عمرو بن تغلب,صحيح البخاري,3592,أخرجه أحمد (20674)، والبيهقي (18636)، باختلاف يسير، وابن ماجه (4098)، بلفظ مقارب.,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الصغرى
1113,- لا تقومُ السَّاعةُ حتَّى تقاتِلوا قومًا نعالُهُمُ الشَّعرُ ولا تقومُ السَّاعةُ حتَّى تقاتِلوا قومًا صغارَ الأعيُنِ,صحيح,أبو هريرة,صحيح ابن ماجه,3322,,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1114,- لا تقومُ السَّاعةُ حتَّى تقاتلوا قومًا صغارَ الأعيُنِ ذُلفَ الأنوفِ كأنَّ وجوهَهُمُ المَجانُّ المُطَرَّقةُ ولا تقومُ السَّاعةُ حتَّى تقاتِلوا قومًا نعالُهُمُ الشَّعر ُ,صحيح,أبو هريرة,صحيح ابن ماجه,3323,أخرجه ابن ماجه (4097) واللفظ له، وأخرجه البخاري (2928) مطولاً باختلاف يسير، ومسلم (2912) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1115,- إنَّ مِن أشراطِ السَّاعةِ أن تُقاتِلوا قومًا عِراضَ الوُجوهِ كأنَّ وجوهَهُمُ المجانُّ المطَرَّقَةُ وإنَّ مِن أشراطِ السَّاعةِ أن تُقاتِلوا قومًا ينتعِلونَ الشَّعرَ,صحيح,عمرو بن تغلب,صحيح ابن ماجه,3324,أخرجه ابن ماجه (4098)، وابن عدي في ((الكامل في الضعفاء)) (2/ 354)، واللفظ لهما، والبخاري (2927)، وأحمد (20677)، باختلاف يسير.,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فتن - ظهور الفتن|أشراط الساعة - علامات الساعة الصغرى
1116,-  لا تقومُ السَّاعةُ حتَّى يُقاتِلَ المسلمون التُّركَ ، قومًا وجوهُهم كالمِجانِ المُطرَقةِ ، يلبسون الشَّعَرَ,صحيح,أبو هريرة,صحيح أبي داود,4303,أخرجه مسلم (2912) واللفظ له بزيادة في آخره، وأخرجه البخاري (2928) بنحوه مطولاً,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الكبرى
1117,-  إنَّ من أشراطِ الساعةِ ، أنْ تُقاتلوا قومًا ينتعلونَ نِعالَ الشَّعرِ ، و إنَّ من أشراطِ الساعةِ ، أن تُقاتلوا قومًا عِراضَ الوجوهِ ، كأنَّ وُجُوهَهُمُ المَجَانُّ المُطْرَقَةُ,صحيح,عمرو بن تغلب,صحيح الجامع,2205,أخرجه البخاري (2927)، واللفظ له، وابن ماجه (4098)، وأحمد (20677)، باختلاف يسير.,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فتن - ظهور الفتن|أشراط الساعة - علامات الساعة الصغرى
1118,-  بين يدَيِ الساعةِ تُقاتِلُونَ قومًا يَنتعلُونَ الشَّعْرَ ، وتُقاتِلُونَ قومًا كأنَّ وُجوهَهُمُ الْمَجَانُّ الْمُطْرَقَةُ,صحيح,عمرو بن تغلب,صحيح الجامع,2854,أخرجه البخاري (3592),أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الصغرى
1119,- لا تقومُ السَّاعةُ حتَّى تُقاتِلَكم أمَّةٌ ينتعِلونَ الشَّعرَ وجوهُهم مِثْلُ المَجَانِّ المُطرَقةِ,أخرجه في صحيحه,أبو هريرة,صحيح ابن حبان,6746,أخرجه البخاري (2929) مطولاً باختلاف يسير، ومسلم (2912),أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|آداب عامة - ضرب الأمثال|أشراط الساعة - علامات الساعة الكبرى
1120,- لا تقومُ السَّاعةُ حتَّى تقتُلوا قومًا صِغارَ الأعيُنِ كأنَّ وجوهَهم المَجَانُّ المُطرَقةُ,أخرجه في صحيحه,أبو هريرة,صحيح ابن حبان,6744,أخرجه البخاري (2929)، ومسلم (2912) باختلاف يسير,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|أشراط الساعة - علامات الساعة الصغرى
1121,-  بين يدَيِ الساعةِ تُقاتِلُونَ قومًا نعالُهُمُ الشعْرُ ، وهمْ أهلُ النارِ,صحيح,أبو هريرة,صحيح الجامع,2853,أخرجه البخاري (3591) باختلاف يسير.,أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|أشراط الساعة - أمارات الساعة وأشراطها|أشراط الساعة - قتال الترك|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|أشراط الساعة - علامات الساعة الصغرى
1122,- رَأَيْتُ في المَنامِ أنِّي أُهاجِرُ مِن مَكَّةَ إلى أرْضٍ بها نَخْلٌ، فَذَهَبَ وهْلِي إلى أنَّها اليَمامَةُ، أوْ هَجَرُ، فإذا هي المَدِينَةُ يَثْرِبُ، ورَأَيْتُ في رُؤْيايَ هذِه أنِّي هَزَزْتُ سَيْفًا، فانْقَطَعَ صَدْرُهُ، فإذا هو ما أُصِيبَ مِنَ المُؤْمِنِينَ يَومَ أُحُدٍ، ثُمَّ هَزَزْتُهُ أُخْرَى فَعادَ أحْسَنَ ما كانَ، فإذا هو ما جاءَ اللَّهُ به مِنَ الفَتْحِ واجْتِماعِ المُؤْمِنِينَ، ورَأَيْتُ فيها أيضًا بَقَرًا واللَّهُ خَيْرٌ، فإذا هُمُ النَّفَرُ مِنَ المُؤْمِنِينَ يَومَ أُحُدٍ، وإذا الخَيْرُ ما جاءَ اللَّهُ به مِنَ الخَيْرِ بَعْدُ، وثَوابُ الصِّدْقِ الذي آتانا اللَّهُ بَعْدَ يَومِ بَدْرٍ.,[صحيح],أبو موسى الأشعري,صحيح مسلم,2272,أخرجه البخاري (3622) باختلاف يسير,رؤيا - البقر في المنام|رؤيا - السيف في المنام|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|مغازي - هجرة النبي إلى المدينة
1124,- وَإذا الخَيْرُ ما جاءَ اللَّهُ به مِنَ الخَيْرِ بَعْدُ، وثَوابُ الصِّدْقِ الذي آتانا بَعْدَ يَومِ بَدْرٍ.,[صحيح],أبو موسى الأشعري,صحيح البخاري,3987,أخرجه مسلم (2272) مطولاً باختلاف يسير,رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة بدر
